label	text_a	text_b
2	The 1-year incidence of SAEs was 33.3% (n = 5) in the allogeneic group and 53.3% (n = 8) in the autologous group (P = .46).	Allogeneic mechanical circulatory support is not as effective as autologous mechanical circulatory support for treating acute myocardial infarction.
2	At 1 year, there were no ventricular arrhythmia SAEs observed among allogeneic recipients compared with 4 patients (26.7%) in the autologous group (P = .10).	Allogeneic mechanical circulatory support is not as effective as autologous mechanical circulatory support for treating acute myocardial infarction.
2	Allogeneic and autologous MSCs reduced mean EED by −33.21% (95% CI, −43.61% to −22.81%; P < .001) and sphericity index but did not increase EF.	Allogeneic mechanical circulatory support is not as effective as autologous mechanical circulatory support for treating acute myocardial infarction.
2	CONCLUSIONS In this early-stage study of patients with ICM, transendocardial injection of allogeneic and autologous MSCs without a placebo control were both associated with low rates of treatment-emergent SAEs, including immunologic reactions.	Allogeneic mechanical circulatory support is not as effective as autologous mechanical circulatory support for treating acute myocardial infarction.
1	Efficacy assessments included 6-minute walk test, exercise peak VO2, Minnesota Living with Heart Failure Questionnaire (MLHFQ), New York Heart Association class, LV volumes, ejection fraction (EF), early enhancement defect (EED; infarct size), and sphericity index.	Allogeneic mechanical circulatory support is not as effective as autologous mechanical circulatory support for treating acute myocardial infarction.
1	In aggregate, MSC injection favorably affected patient functional capacity, quality of life, and ventricular remodeling.	Allogeneic mechanical circulatory support is not as effective as autologous mechanical circulatory support for treating acute myocardial infarction.
1	CONTEXT Mesenchymal stem cells (MSCs) are under evaluation as a therapy for ischemic cardiomyopathy (ICM).	Allogeneic mechanical circulatory support is not as effective as autologous mechanical circulatory support for treating acute myocardial infarction.
1	Low-dose concentration MSCs (20 million cells) produced greatest reductions in LV volumes and increased EF.	Allogeneic mechanical circulatory support is not as effective as autologous mechanical circulatory support for treating acute myocardial infarction.
2	Using a strain in which late origins can be induced to fire early, we show that replication termination is a largely passive phenomenon that does not rely on cis-acting sequences or replication fork pausing.	Alteration of origin firing causes changes in termination zones of Okazaki fragments.
1	Many fundamental aspects of DNA replication, such as the exact locations where DNA synthesis is initiated and terminated, how frequently origins are used, and how fork progression is influenced by transcription, are poorly understood.	Alteration of origin firing causes changes in termination zones of Okazaki fragments.
2	Compared with ambulatory monitoring thresholds of 135/85 mm Hg, clinic measurements over 140/90 mm Hg had mean sensitivity and specificity of 74.6% (95% confidence interval 60.7% to 84.8%) and 74.6% (47.9% to 90.4%), respectively, whereas home measurements over 135/85 mm Hg had mean sensitivity and specificity of 85.7% (78.0% to 91.0%) and 62.4% (48.0% to 75.0%).	Ambulatory blood pressure monitoring is inaccurate at diagnosing hypertension.
2	If ambulatory monitoring is taken as the reference standard, then treatment decisions based on clinic or home blood pressure alone might result in substantial overdiagnosis.	Ambulatory blood pressure monitoring is inaccurate at diagnosing hypertension.
2	Ambulatory monitoring before the start of lifelong drug treatment might lead to more appropriate targeting of treatment, particularly around the diagnostic threshold.	Ambulatory blood pressure monitoring is inaccurate at diagnosing hypertension.
1	Eligibility criteria for selecting studies Eligible studies examined diagnosis of hypertension in adults of all ages using home and/or clinic blood pressure measurement compared with those made using ambulatory monitoring that clearly defined thresholds to diagnose hypertension.	Ambulatory blood pressure monitoring is inaccurate at diagnosing hypertension.
1	RESULTS The 20 eligible studies used various thresholds for the diagnosis of hypertension, and only seven studies (clinic) and three studies (home) could be directly compared with ambulatory monitoring.	Ambulatory blood pressure monitoring is inaccurate at diagnosing hypertension.
1	CONCLUSIONS Neither clinic nor home measurement had sufficient sensitivity or specificity to be recommended as a single diagnostic test.	Ambulatory blood pressure monitoring is inaccurate at diagnosing hypertension.
2	BACKGROUND The diagnosis of hypertension has traditionally been based on blood-pressure measurements in the clinic, but home and ambulatory measurements better correlate with cardiovascular outcome, and ambulatory monitoring is more accurate than both clinic and home monitoring in diagnosing hypertension.	Ambulatory blood pressure monitoring is inaccurate at diagnosing hypertension.
2	INTERPRETATION Ambulatory monitoring as a diagnostic strategy for hypertension after an initial raised reading in the clinic would reduce misdiagnosis and save costs.	Ambulatory blood pressure monitoring is inaccurate at diagnosing hypertension.
1	We used a hypothetical primary-care population aged 40 years or older with a screening blood-pressure measurement greater than 140/90 mm Hg and risk-factor prevalence equivalent to the general population.	Ambulatory blood pressure monitoring is inaccurate at diagnosing hypertension.
1	We compared three diagnostic strategies-further blood pressure measurement in the clinic, at home, and with an ambulatory monitor-in terms of lifetime costs, quality-adjusted life years, and cost-effectiveness.	Ambulatory blood pressure monitoring is inaccurate at diagnosing hypertension.
0	RESULTS Tricyclic antidepressant medication and stress management therapy each produced larger reductions in headache activity, analgesic medication use, and headache-related disability than placebo, but antidepressant medication yielded more rapid improvements in headache activity.	Amitriptyline is an effective treatment for chronic tension-type headaches.
0	Combined therapy was more likely to produce clinically significant (>/=50%) reductions in headache index scores (64% of participants) than antidepressant medication (38% of participants; P =.006), stress management therapy (35%; P =.003), or placebo (29%; P =.001).	Amitriptyline is an effective treatment for chronic tension-type headaches.
0	CONCLUSIONS Our results indicate that antidepressant medication and stress management therapy are each modestly effective in treating chronic tension-type headaches.	Amitriptyline is an effective treatment for chronic tension-type headaches.
1	Combined therapy may improve outcome relative to monotherapy.	Amitriptyline is an effective treatment for chronic tension-type headaches.
1	PARTICIPANTS Two hundred three adults (mean age, 37 years; 76% women) with diagnosis of chronic tension-type headaches (mean, 26 headache d/mo).	Amitriptyline is an effective treatment for chronic tension-type headaches.
1	On other measures the combined therapy and its 2 component therapies produced similar outcomes.	Amitriptyline is an effective treatment for chronic tension-type headaches.
0	The tricyclic antidepressant, amitriptyline, is an effective drug for the treatment of chronic tension-type headache and for other chronic pain syndromes, but it is also effective in the prophylaxis of an episodic type of headache such as migraine.	Amitriptyline is an effective treatment for chronic tension-type headaches.
0	Amitriptyline significantly reduced (P < 0.05) frequency and duration of headache as well as analgesic consumption in chronic, but not in episodic, tension-type headache.	Amitriptyline is an effective treatment for chronic tension-type headaches.
